dateRep,cases,countryterritoryCode
43844,0,MCO
43843,0,MCO
43842,0,MCO
43841,0,MCO
43840,0,MCO
43839,0,MCO
43838,0,MCO
43837,0,MCO
43836,0,MCO
43835,0,MCO
43834,0,MCO
43833,0,MCO
43832,0,MCO
43831,0,MCO
43830,0,MCO
43930,1,MNG
43929,0,MNG
43928,1,MNG
43927,0,MNG
43926,0,MNG
43925,0,MNG
43924,0,MNG
43923,2,MNG
43922,0,MNG
43921,0,MNG
43920,0,MNG
43919,1,MNG
43918,0,MNG
43917,1,MNG
43916,0,MNG
43915,0,MNG
43914,0,MNG
43913,0,MNG
43912,4,MNG
43911,1,MNG
43910,0,MNG
43909,1,MNG
43908,3,MNG
43905,0,MNG
43900,1,MNG
43930,8,MNE
43929,8,MNE
43928,19,MNE
43927,13,MNE
43926,27,MNE
43925,30,MNE
43924,21,MNE
43923,14,MNE
43922,18,MNE
43921,6,MNE
43920,1,MNE
43919,9,MNE
43918,8,MNE
43917,14,MNE
43916,6,MNE
43915,20,MNE
43914,6,MNE
43913,7,MNE
43912,0,MNE
43911,1,MNE
43910,5,MNE
43909,6,MNE
43908,2,MNE
43930,3,MSR
43929,0,MSR
43928,0,MSR
43927,0,MSR
43926,1,MSR
43925,0,MSR
43924,0,MSR
43923,0,MSR
43921,0,MSR
43920,0,MSR
43919,0,MSR
43918,0,MSR
43917,4,MSR
43916,0,MSR
43915,0,MSR
43914,0,MSR
43913,0,MSR
43912,0,MSR
43911,1,MSR
43930,91,MAR
43929,64,MAR
43928,99,MAR
43927,102,MAR
43926,211,MAR
43925,0,MAR
43924,54,MAR
43923,37,MAR
43922,61,MAR
43921,77,MAR
43920,121,MAR
43919,13,MAR
43918,70,MAR
43917,50,MAR
43916,55,MAR
43915,36,MAR
43914,19,MAR
43913,19,MAR
43912,10,MAR
43911,23,MAR
43910,9,MAR
43909,10,MAR
43908,7,MAR
43907,9,MAR
43906,10,MAR
43905,11,MAR
43904,1,MAR
43903,1,MAR
43902,3,MAR
43896,1,MAR
43893,1,MAR
43930,7,MOZ
43929,0,MOZ
43928,0,MOZ
43927,0,MOZ
43926,0,MOZ
43925,0,MOZ
43924,0,MOZ
43923,2,MOZ
43922,0,MOZ
43921,0,MOZ
43920,0,MOZ
43919,1,MOZ
43918,0,MOZ
43917,2,MOZ
43916,4,MOZ
43915,0,MOZ
43914,0,MOZ
43913,1,MOZ
43930,0,MMR
43929,0,MMR
43928,1,MMR
43927,0,MMR
43926,1,MMR
43925,0,MMR
43924,4,MMR
43923,1,MMR
43922,1,MMR
43921,6,MMR
43920,0,MMR
43919,3,MMR
43918,0,MMR
43917,2,MMR
43916,0,MMR
43915,1,MMR
43914,2,MMR
43907,0,MMR
43930,0,NAM
43929,0,NAM
43928,0,NAM
43927,2,NAM
43926,0,NAM
43925,1,NAM
43924,0,NAM
43923,2,NAM
43922,0,NAM
43921,0,NAM
43920,3,NAM
43919,0,NAM
43918,0,NAM
43917,4,NAM
43916,1,NAM
43915,0,NAM
43914,0,NAM
43913,0,NAM
43912,0,NAM
43911,1,NAM
43910,0,NAM
43909,0,NAM
43908,0,NAM
43907,0,NAM
43906,0,NAM
43905,2,NAM
43930,0,NPL
43929,0,NPL
43928,0,NPL
43927,3,NPL
43926,0,NPL
43925,1,NPL
43924,0,NPL
43923,0,NPL
43922,0,NPL
43921,0,NPL
43920,0,NPL
43919,2,NPL
43918,0,NPL
43917,0,NPL
43916,0,NPL
43915,1,NPL
43914,1,NPL
43913,0,NPL
43912,0,NPL
43911,0,NPL
43910,0,NPL
43909,0,NPL
43908,0,NPL
43907,0,NPL
43905,0,NPL
43892,0,NPL
43891,0,NPL
43890,0,NPL
43889,0,NPL
43888,0,NPL
43887,0,NPL
43886,0,NPL
43885,0,NPL
43884,0,NPL
43883,0,NPL
43882,0,NPL
43881,0,NPL
43880,0,NPL
43879,0,NPL
43878,0,NPL
43877,0,NPL
43876,0,NPL
43875,0,NPL
43874,0,NPL
43873,0,NPL
43872,0,NPL
43871,0,NPL
43870,0,NPL
43869,0,NPL
43868,0,NPL
43867,0,NPL
43866,0,NPL
43865,0,NPL
43864,0,NPL
43863,0,NPL
43862,0,NPL
43861,0,NPL
43860,0,NPL
43859,0,NPL
43858,0,NPL
43857,0,NPL
43856,0,NPL
43855,1,NPL
43854,0,NPL
43853,0,NPL
43852,0,NPL
43851,0,NPL
43850,0,NPL
43849,0,NPL
43848,0,NPL
43847,0,NPL
43846,0,NPL
43845,0,NPL
43844,0,NPL
43843,0,NPL
43842,0,NPL
43841,0,NPL
43840,0,NPL
43839,0,NPL
43838,0,NPL
43837,0,NPL
43836,0,NPL
43835,0,NPL
43834,0,NPL
43833,0,NPL
43832,0,NPL
43831,0,NPL
43830,0,NPL
43930,969,NLD
43929,777,NLD
43928,952,NLD
43927,1224,NLD
43926,904,NLD
43925,1026,NLD
43924,1083,NLD
43923,1019,NLD
43922,845,NLD
43921,884,NLD
43920,1104,NLD
43919,1159,NLD
43918,1172,NLD
43917,1019,NLD
43916,852,NLD
43915,811,NLD
43914,545,NLD
43913,573,NLD
43912,637,NLD
43911,534,NLD
43910,409,NLD
43909,346,NLD
43908,292,NLD
43907,278,NLD
43906,176,NLD
43905,155,NLD
43904,190,NLD
43903,111,NLD
43902,121,NLD
43901,61,NLD
43900,56,NLD
43899,77,NLD
43898,60,NLD
43897,46,NLD
43896,44,NLD
43895,10,NLD
43894,10,NLD
43893,5,NLD
43892,6,NLD
43891,5,NLD
43890,1,NLD
43889,1,NLD
43888,0,NLD
43887,0,NLD
43886,0,NLD
43885,0,NLD
43884,0,NLD
43883,0,NLD
43882,0,NLD
43881,0,NLD
43880,0,NLD
43879,0,NLD
43878,0,NLD
43877,0,NLD
43876,0,NLD
43875,0,NLD
43874,0,NLD
43873,0,NLD
43872,0,NLD
43871,0,NLD
43870,0,NLD
43869,0,NLD
43868,0,NLD
43867,0,NLD
43866,0,NLD
43865,0,NLD
43864,0,NLD
43863,0,NLD
43862,0,NLD
43861,0,NLD
43860,0,NLD
43859,0,NLD
43858,0,NLD
43857,0,NLD
43856,0,NLD
43855,0,NLD
43854,0,NLD
43853,0,NLD
43852,0,NLD
43851,0,NLD
43850,0,NLD
43849,0,NLD
43848,0,NLD
43847,0,NLD
43846,0,NLD
43845,0,NLD
43844,0,NLD
43843,0,NLD
43842,0,NLD
43841,0,NLD
43840,0,NLD
43839,0,NLD
43838,0,NLD
43837,0,NLD
43836,0,NLD
43835,0,NLD
43834,0,NLD
43833,0,NLD
43832,0,NLD
43831,0,NLD
43830,0,NLD
43930,0,NCL
43929,0,NCL
43928,0,NCL
43927,0,NCL
43926,0,NCL
43925,2,NCL
43924,0,NCL
43923,0,NCL
43922,0,NCL
43921,1,NCL
43920,0,NCL
43919,0,NCL
43918,0,NCL
43917,1,NCL
43916,5,NCL
43915,2,NCL
43914,2,NCL
43913,1,NCL
43912,2,NCL
43911,2,NCL
43930,23,NZL
43929,26,NZL
43928,32,NZL
43927,39,NZL
43926,48,NZL
43925,52,NZL
43924,49,NZL
43923,76,NZL
43922,0,NZL
43921,95,NZL
43920,76,NZL
43919,60,NZL
43918,78,NZL
43917,76,NZL
43916,73,NZL
43915,47,NZL
43914,40,NZL
43913,36,NZL
43912,13,NZL
43911,14,NZL
43910,11,NZL
43909,8,NZL
43908,12,NZL
43905,2,NZL
43904,1,NZL
43897,1,NZL
43896,1,NZL
43895,1,NZL
43894,1,NZL
43892,0,NZL
43891,0,NZL
43890,0,NZL
43889,1,NZL
43888,0,NZL
43887,0,NZL
43886,0,NZL
43885,0,NZL
43884,0,NZL
43883,0,NZL
43882,0,NZL
43881,0,NZL
43880,0,NZL
43879,0,NZL
43878,0,NZL
43877,0,NZL
43876,0,NZL
43875,0,NZL
43874,0,NZL
43873,0,NZL
43872,0,NZL
43871,0,NZL
43870,0,NZL
43869,0,NZL
43868,0,NZL
43867,0,NZL
43866,0,NZL
43865,0,NZL
43864,0,NZL
43863,0,NZL
43862,0,NZL
43861,0,NZL
43860,0,NZL
43859,0,NZL
43858,0,NZL
43857,0,NZL
43856,0,NZL
43855,0,NZL
43854,0,NZL
43853,0,NZL
43852,0,NZL
43851,0,NZL
43850,0,NZL
43849,0,NZL
43848,0,NZL
43847,0,NZL
43846,0,NZL
43845,0,NZL
43844,0,NZL
43843,0,NZL
43842,0,NZL
43841,0,NZL
43840,0,NZL
43839,0,NZL
43838,0,NZL
43837,0,NZL
43836,0,NZL
43835,0,NZL
43834,0,NZL
43833,0,NZL
43832,0,NZL
43831,0,NZL
43830,0,NZL
43930,0,NIC
43929,0,NIC
43928,1,NIC
43927,0,NIC
43926,0,NIC
43925,0,NIC
43924,0,NIC
43923,0,NIC
43922,1,NIC
43921,1,NIC
43920,0,NIC
43919,1,NIC
43918,0,NIC
43917,0,NIC
43916,0,NIC
43915,0,NIC
43914,0,NIC
43913,1,NIC
43912,0,NIC
43911,0,NIC
43910,0,NIC
43909,1,NIC
43930,64,NER
43929,25,NER
43928,69,NER
43927,64,NER
43926,22,NER
43925,24,NER
43924,0,NER
43923,54,NER
43922,0,NER
43921,10,NER
43920,0,NER
43919,0,NER
43918,0,NER
43917,3,NER
43916,0,NER
43915,5,NER
43914,1,NER
43913,0,NER
43912,0,NER
43911,1,NER
43930,22,NGA
43929,16,NGA
43928,6,NGA
43927,22,NGA
43926,20,NGA
43925,16,NGA
43924,23,NGA
43923,20,NGA
43922,0,NGA
43921,34,NGA
43920,0,NGA
43919,16,NGA
43918,16,NGA
43917,14,NGA
43916,7,NGA
43915,4,NGA
43914,10,NGA
43913,8,NGA
43912,10,NGA
43911,4,NGA
43910,0,NGA
43909,5,NGA
43908,1,NGA
43907,0,NGA
43906,0,NGA
43905,0,NGA
43900,1,NGA
43892,0,NGA
43891,0,NGA
43890,0,NGA
43889,1,NGA
43888,0,NGA
43887,0,NGA
43886,0,NGA
43885,0,NGA
43884,0,NGA
43883,0,NGA
43882,0,NGA
43881,0,NGA
43880,0,NGA
43879,0,NGA
43878,0,NGA
43877,0,NGA
43876,0,NGA
43875,0,NGA
43874,0,NGA
43873,0,NGA
43872,0,NGA
43871,0,NGA
43870,0,NGA
43869,0,NGA
43868,0,NGA
43867,0,NGA
43866,0,NGA
43865,0,NGA
43864,0,NGA
43863,0,NGA
43862,0,NGA
43861,0,NGA
43860,0,NGA
43859,0,NGA
43858,0,NGA
43857,0,NGA
43856,0,NGA
43855,0,NGA
43854,0,NGA
43853,0,NGA
43852,0,NGA
43851,0,NGA
43850,0,NGA
43849,0,NGA
43848,0,NGA
43847,0,NGA
43846,0,NGA
43845,0,NGA
43844,0,NGA
43843,0,NGA
43842,0,NGA
43841,0,NGA
43840,0,NGA
43839,0,NGA
43838,0,NGA
43837,0,NGA
43836,0,NGA
43835,0,NGA
43834,0,NGA
43833,0,NGA
43832,0,NGA
43831,0,NGA
43830,0,NGA
43930,18,MKD
43929,29,MKD
43928,87,MKD
43927,0,MKD
43926,53,MKD
43925,76,MKD
43924,0,MKD
43923,25,MKD
43922,44,MKD
43921,26,MKD
43920,18,MKD
43919,22,MKD
43918,18,MKD
43917,24,MKD
43916,29,MKD
43915,12,MKD
43914,22,MKD
43913,29,MKD
43912,15,MKD
43911,22,MKD
43910,6,MKD
43909,11,MKD
43908,12,MKD
43907,6,MKD
43906,0,MKD
43904,4,MKD
43903,2,MKD
43901,4,MKD
43897,2,MKD
43892,0,MKD
43891,0,MKD
43890,0,MKD
43889,0,MKD
43888,1,MKD
43887,0,MKD
43886,0,MKD
43885,0,MKD
43884,0,MKD
43883,0,MKD
43882,0,MKD
43881,0,MKD
43880,0,MKD
43879,0,MKD
43878,0,MKD
43877,0,MKD
43876,0,MKD
43875,0,MKD
43874,0,MKD
43873,0,MKD
43872,0,MKD
43871,0,MKD
43870,0,MKD
43869,0,MKD
43868,0,MKD
43867,0,MKD
43866,0,MKD
43865,0,MKD
43864,0,MKD
43863,0,MKD
43862,0,MKD
43861,0,MKD
43860,0,MKD
43859,0,MKD
43858,0,MKD
43857,0,MKD
43856,0,MKD
43855,0,MKD
43854,0,MKD
43853,0,MKD
43852,0,MKD
43851,0,MKD
43850,0,MKD
43849,0,MKD
43848,0,MKD
43847,0,MKD
43846,0,MKD
43845,0,MKD
43844,0,MKD
43843,0,MKD
43842,0,MKD
43841,0,MKD
43840,0,MKD
43839,0,MKD
43838,0,MKD
43837,0,MKD
43836,0,MKD
43835,0,MKD
43834,0,MKD
43833,0,MKD
43832,0,MKD
43831,0,MKD
43830,0,MKD
43930,3,MNP
43929,0,MNP
43928,0,MNP
43927,0,MNP
43926,0,MNP
43925,0,MNP
43924,2,MNP
43923,0,MNP
43922,4,MNP
43921,2,MNP
43930,147,NOR
43929,108,NOR
43928,115,NOR
43927,130,NOR
43926,302,NOR
43925,273,NOR
43924,270,NOR
43923,218,NOR
43922,221,NOR
43921,124,NOR
43920,257,NOR
43919,264,NOR
43918,425,NOR
43917,240,NOR
43916,350,NOR
43915,195,NOR
43914,239,NOR
43913,206,NOR
43912,184,NOR
43911,190,NOR
43910,129,NOR
43909,115,NOR
43908,139,NOR
43907,92,NOR
43906,170,NOR
43905,286,NOR
43904,0,NOR
43903,132,NOR
43902,212,NOR
43901,85,NOR
43900,23,NOR
43899,22,NOR
43898,34,NOR
43897,27,NOR
43896,30,NOR
43895,23,NOR
43894,8,NOR
43893,6,NOR
43892,4,NOR
43891,9,NOR
43890,2,NOR
43889,3,NOR
43888,1,NOR
43887,0,NOR
43886,0,NOR
43885,0,NOR
43884,0,NOR
43883,0,NOR
43882,0,NOR
43881,0,NOR
43880,0,NOR
43879,0,NOR
43878,0,NOR
43877,0,NOR
43876,0,NOR
43875,0,NOR
43874,0,NOR
43873,0,NOR
43872,0,NOR
43871,0,NOR
43870,0,NOR
43869,0,NOR
43868,0,NOR
43867,0,NOR
43866,0,NOR
43865,0,NOR
43864,0,NOR
43863,0,NOR
43862,0,NOR
43861,0,NOR
43860,0,NOR
43859,0,NOR
43858,0,NOR
43857,0,NOR
43856,0,NOR
43855,0,NOR
43854,0,NOR
43853,0,NOR
43852,0,NOR
43851,0,NOR
43850,0,NOR
43849,0,NOR
43848,0,NOR
43847,0,NOR
43846,0,NOR
43845,0,NOR
43844,0,NOR
43843,0,NOR
43842,0,NOR
43841,0,NOR
43840,0,NOR
43839,0,NOR
43838,0,NOR
43837,0,NOR
43836,0,NOR
43835,0,NOR
43834,0,NOR
43833,0,NOR
43832,0,NOR
43831,0,NOR
43830,0,NOR
43930,0,OMN
43929,48,OMN
43928,73,OMN
43927,21,OMN
43926,46,OMN
43925,0,OMN
43924,21,OMN
43923,18,OMN
43922,13,OMN
43921,12,OMN
43920,15,OMN
43919,21,OMN
43918,22,OMN
43917,10,OMN
43916,15,OMN
43915,18,OMN
43914,11,OMN
43913,3,OMN
43912,4,OMN
43911,9,OMN
43910,0,OMN
43909,15,OMN
43908,0,OMN
43907,2,OMN
43906,2,OMN
43905,0,OMN
43904,2,OMN
43901,0,OMN
43900,2,OMN
43896,1,OMN
43895,8,OMN
43893,1,OMN
43892,0,OMN
43891,0,OMN
43890,0,OMN
43889,2,OMN
43888,0,OMN
43887,2,OMN
43886,2,OMN
43885,0,OMN
43884,0,OMN
43883,0,OMN
43882,0,OMN
43881,0,OMN
43880,0,OMN
43879,0,OMN
43878,0,OMN
43877,0,OMN
43876,0,OMN
43875,0,OMN
43874,0,OMN
43873,0,OMN
43872,0,OMN
43871,0,OMN
43870,0,OMN
43869,0,OMN
43868,0,OMN
43867,0,OMN
43866,0,OMN
43865,0,OMN
43864,0,OMN
43863,0,OMN
43862,0,OMN
43861,0,OMN
43860,0,OMN
43859,0,OMN
43858,0,OMN
43857,0,OMN
43856,0,OMN
43855,0,OMN
43854,0,OMN
43853,0,OMN
43852,0,OMN
43851,0,OMN
43850,0,OMN
43849,0,OMN
43848,0,OMN
43847,0,OMN
43846,0,OMN
43845,0,OMN
43844,0,OMN
43843,0,OMN
43842,0,OMN
43841,0,OMN
43840,0,OMN
43839,0,OMN
43838,0,OMN
43837,0,OMN
43836,0,OMN
43835,0,OMN
43834,0,OMN
43833,0,OMN
43832,0,OMN
43831,0,OMN
43830,0,OMN
43930,250,PAK
43929,208,PAK
43928,587,PAK
43927,827,PAK
43926,159,PAK
43925,0,PAK
43924,0,PAK
43923,252,PAK
43922,414,PAK
43921,99,PAK
43920,118,PAK
43919,211,PAK
43918,0,PAK
43917,140,PAK
43916,66,PAK
43915,104,PAK
43914,103,PAK
43913,138,PAK
43912,151,PAK
43911,17,PAK
43910,176,PAK
43909,115,PAK
43908,0,PAK
43907,156,PAK
43906,1,PAK
43905,9,PAK
43904,0,PAK
43903,1,PAK
43902,4,PAK
43901,0,PAK
43900,10,PAK
43897,1,PAK
43894,1,PAK
43892,0,PAK
43891,2,PAK
43890,0,PAK
43889,0,PAK
43888,2,PAK
43887,0,PAK
43886,0,PAK
43885,0,PAK
43884,0,PAK
43883,0,PAK
43882,0,PAK
43881,0,PAK
43880,0,PAK
43879,0,PAK
43878,0,PAK
43877,0,PAK
43876,0,PAK
43875,0,PAK
43874,0,PAK
43873,0,PAK
43872,0,PAK
43871,0,PAK
43870,0,PAK
43869,0,PAK
43868,0,PAK
43867,0,PAK
43866,0,PAK
43865,0,PAK
43864,0,PAK
43863,0,PAK
43862,0,PAK
43861,0,PAK
43860,0,PAK
43859,0,PAK
43858,0,PAK
43857,0,PAK
43856,0,PAK
43855,0,PAK
43854,0,PAK
43853,0,PAK
43852,0,PAK
43851,0,PAK
43850,0,PAK
43849,0,PAK
43848,0,PAK
43847,0,PAK
43846,0,PAK
43845,0,PAK
43844,0,PAK
43843,0,PAK
43842,0,PAK
43841,0,PAK
43840,0,PAK
43839,0,PAK
43838,0,PAK
43837,0,PAK
43836,0,PAK
43835,0,PAK
43834,0,PAK
43833,0,PAK
43832,0,PAK
43831,0,PAK
43830,0,PAK
43930,3,PSE
43929,7,PSE
43928,36,PSE
43927,62,PSE
43925,0,PSE
43924,21,PSE
43923,17,PSE
43922,2,PSE
43921,9,PSE
43920,9,PSE
43919,6,PSE
43918,7,PSE
43917,22,PSE
43916,2,PSE
43915,1,PSE
43914,0,PSE
43913,7,PSE
43912,4,PSE
43911,1,PSE
43910,3,PSE
43909,3,PSE
43908,2,PSE
43907,1,PSE
43906,0,PSE
43905,3,PSE
43904,5,PSE
43902,1,PSE
43901,9,PSE
43900,1,PSE
43898,3,PSE
43897,9,PSE
43896,7,PSE
43930,279,PAN
43929,149,PAN
43928,112,PAN
43927,187,PAN
43926,128,PAN
43925,198,PAN
43924,158,PAN
43923,136,PAN
43922,106,PAN
43921,86,PAN
43920,88,PAN
43919,115,PAN
43918,112,PAN
43917,86,PAN
43916,145,PAN
43915,98,PAN
43914,32,PAN
43913,68,PAN
43912,45,PAN
43911,63,PAN
43910,28,PAN
43909,23,PAN
43908,17,PAN
43907,26,PAN
43906,0,PAN
43905,7,PAN
43904,9,PAN
43903,13,PAN
43902,7,PAN
43901,6,PAN
43900,1,PAN
43930,0,PNG
43929,1,PNG
43928,0,PNG
43927,0,PNG
43926,0,PNG
43925,0,PNG
43924,0,PNG
43923,0,PNG
43922,0,PNG
43921,0,PNG
43920,0,PNG
43919,0,PNG
43918,0,PNG
43917,0,PNG
43916,0,PNG
43915,0,PNG
43914,0,PNG
43913,0,PNG
43912,0,PNG
43911,1,PNG
43930,9,PRY
43929,2,PRY
43928,0,PRY
43927,9,PRY
43926,8,PRY
43925,19,PRY
43924,8,PRY
43923,0,PRY
43922,4,PRY
43921,1,PRY
43920,5,PRY
43919,3,PRY
43918,4,PRY
43917,11,PRY
43916,4,PRY
43915,10,PRY
43914,5,PRY
43913,0,PRY
43912,4,PRY
43911,5,PRY
43910,2,PRY
43909,0,PRY
43908,2,PRY
43907,1,PRY
43906,1,PRY
43904,1,PRY
43903,1,PRY
43901,4,PRY
43898,1,PRY
43930,1388,PER
43929,393,PER
43928,280,PER
43927,535,PER
43926,151,PER
43925,181,PER
43924,91,PER
43923,258,PER
43922,115,PER
43921,98,PER
43920,181,PER
43919,36,PER
43918,55,PER
43917,22,PER
43916,142,PER
43915,21,PER
43914,32,PER
43913,45,PER
43912,55,PER
43911,29,PER
43910,89,PER
43909,28,PER
43908,31,PER
43907,15,PER
43906,28,PER
43905,5,PER
43904,16,PER
43903,5,PER
43902,6,PER
43901,2,PER
43900,2,PER
43899,6,PER
43897,1,PER
43930,106,PHL
43929,104,PHL
43928,414,PHL
43927,152,PHL
43926,76,PHL
43925,385,PHL
43924,322,PHL
43923,227,PHL
43922,0,PHL
43921,666,PHL
43920,343,PHL
43919,272,PHL
43918,96,PHL
43917,71,PHL
43916,84,PHL
43915,90,PHL
43914,82,PHL
43913,0,PHL
43912,150,PHL
43911,0,PHL
43910,28,PHL
43909,15,PHL
43908,45,PHL
43907,2,PHL
43906,29,PHL
43905,47,PHL
43904,12,PHL
43903,3,PHL
43902,16,PHL
43901,0,PHL
43900,23,PHL
43899,4,PHL
43898,1,PHL
43897,2,PHL
43892,0,PHL
43891,0,PHL
43890,0,PHL
43889,0,PHL
43888,0,PHL
43887,0,PHL
43886,0,PHL
43885,0,PHL
43884,0,PHL
43883,0,PHL
43882,0,PHL
43881,0,PHL
43880,0,PHL
43879,0,PHL
43878,0,PHL
43877,0,PHL
43876,0,PHL
43875,0,PHL
43874,0,PHL
43873,0,PHL
43872,0,PHL
43871,0,PHL
43870,0,PHL
43869,0,PHL
43868,0,PHL
43867,1,PHL
43866,0,PHL
43865,0,PHL
43864,0,PHL
43863,1,PHL
43862,0,PHL
43861,0,PHL
43860,1,PHL
43859,0,PHL
43858,0,PHL
43857,0,PHL
43856,0,PHL
43855,0,PHL
43854,0,PHL
43853,0,PHL
43852,0,PHL
43851,0,PHL
43850,0,PHL
43849,0,PHL
43848,0,PHL
43847,0,PHL
43846,0,PHL
43845,0,PHL
43844,0,PHL
43843,0,PHL
43842,0,PHL
43841,0,PHL
43840,0,PHL
43839,0,PHL
43838,0,PHL
43837,0,PHL
43836,0,PHL
43835,0,PHL
43834,0,PHL
43833,0,PHL
43832,0,PHL
43831,0,PHL
43830,0,PHL
43930,357,POL
43929,435,POL
43928,311,POL
43927,475,POL
43926,244,POL
43925,437,POL
43924,392,POL
43923,243,POL
43922,256,POL
43921,193,POL
43920,224,POL
43919,249,POL
43918,168,POL
43917,170,POL
43916,150,POL
43915,152,POL
43914,115,POL
43913,98,POL
43912,111,POL
43911,70,POL
43910,68,POL
43909,49,POL
43908,61,POL
43907,52,POL
43906,21,POL
43905,36,POL
43904,19,POL
43903,18,POL
43902,9,POL
43901,5,POL
43900,6,POL
43899,5,POL
43898,1,POL
43897,4,POL
43894,1,POL
43930,699,PRT
43929,712,PRT
43928,452,PRT
43927,754,PRT
43926,638,PRT
43925,852,PRT
43924,783,PRT
43923,808,PRT
43922,1035,PRT
43921,446,PRT
43920,792,PRT
43919,902,PRT
43918,724,PRT
43917,549,PRT
43916,633,PRT
43915,302,PRT
43914,460,PRT
43913,320,PRT
43912,260,PRT
43911,235,PRT
43910,143,PRT
43909,194,PRT
43908,117,PRT
43907,86,PRT
43906,76,PRT
43905,57,PRT
43904,34,PRT
43903,19,PRT
43902,18,PRT
43901,2,PRT
43900,9,PRT
43899,9,PRT
43898,8,PRT
43897,4,PRT
43896,4,PRT
43895,1,PRT
43894,2,PRT
43893,2,PRT
43930,47,PRI
43929,60,PRI
43928,38,PRI
43927,23,PRI
43926,74,PRI
43925,62,PRI
43924,30,PRI
43923,47,PRI
43922,65,PRI
43921,47,PRI
43920,27,PRI
43919,36,PRI
43918,64,PRI
43930,153,QAT
43929,225,QAT
43928,228,QAT
43927,279,QAT
43926,376,QAT
43925,0,QAT
43924,114,QAT
43923,54,QAT
43922,88,QAT
43921,59,QAT
43920,44,QAT
43919,28,QAT
43918,13,QAT
43917,12,QAT
43916,11,QAT
43915,25,QAT
43914,7,QAT
43913,13,QAT
43912,11,QAT
43911,10,QAT
43910,8,QAT
43909,10,QAT
43908,3,QAT
43907,38,QAT
43906,64,QAT
43905,17,QAT
43904,58,QAT
43902,238,QAT
43901,6,QAT
43900,3,QAT
43899,3,QAT
43898,1,QAT
43897,3,QAT
43894,5,QAT
43892,2,QAT
43891,1,QAT
43890,0,QAT
43889,0,QAT
43888,0,QAT
43887,0,QAT
43886,0,QAT
43885,0,QAT
43884,0,QAT
43883,0,QAT
43882,0,QAT
43881,0,QAT
43880,0,QAT
43879,0,QAT
43878,0,QAT
43877,0,QAT
43876,0,QAT
43875,0,QAT
43874,0,QAT
43873,0,QAT
43872,0,QAT
43871,0,QAT
43870,0,QAT
43869,0,QAT
43868,0,QAT
43867,0,QAT
43866,0,QAT
43865,0,QAT
43864,0,QAT
43863,0,QAT
43862,0,QAT
43861,0,QAT
43860,0,QAT
43859,0,QAT
43858,0,QAT
43857,0,QAT
43856,0,QAT
43855,0,QAT
43854,0,QAT
43853,0,QAT
43852,0,QAT
43851,0,QAT
43850,0,QAT
43849,0,QAT
43848,0,QAT
43847,0,QAT
43846,0,QAT
43845,0,QAT
43844,0,QAT
43843,0,QAT
43842,0,QAT
43841,0,QAT
43840,0,QAT
43839,0,QAT
43838,0,QAT
43837,0,QAT
43836,0,QAT
43835,0,QAT
43834,0,QAT
43833,0,QAT
43832,0,QAT
43831,0,QAT
43830,0,QAT
43930,344,ROU
43929,360,ROU
43928,193,ROU
43927,251,ROU
43926,430,ROU
43925,445,ROU
43924,278,ROU
43923,215,ROU
43922,293,ROU
43921,192,ROU
43920,308,ROU
43919,160,ROU
43918,263,ROU
43917,123,ROU
43916,144,ROU
43915,186,ROU
43914,143,ROU
43913,66,ROU
43912,59,ROU
43911,31,ROU
43910,17,ROU
43909,43,ROU
43908,33,ROU
43907,45,ROU
43906,26,ROU
43905,24,ROU
43904,25,ROU
43903,19,ROU
43902,20,ROU
43901,8,ROU
43900,2,ROU
43899,2,ROU
43898,6,ROU
43897,1,ROU
43896,2,ROU
43894,1,ROU
43892,0,ROU
43891,0,ROU
43890,2,ROU
43889,0,ROU
43888,1,ROU
43887,0,ROU
43886,0,ROU
43885,0,ROU
43884,0,ROU
43883,0,ROU
43882,0,ROU
43881,0,ROU
43880,0,ROU
43879,0,ROU
43878,0,ROU
43877,0,ROU
43876,0,ROU
43875,0,ROU
43874,0,ROU
43873,0,ROU
43872,0,ROU
43871,0,ROU
43870,0,ROU
43869,0,ROU
43868,0,ROU
43867,0,ROU
43866,0,ROU
43865,0,ROU
43864,0,ROU
43863,0,ROU
43862,0,ROU
43861,0,ROU
43860,0,ROU
43859,0,ROU
43858,0,ROU
43857,0,ROU
43856,0,ROU
43855,0,ROU
43854,0,ROU
43853,0,ROU
43852,0,ROU
43851,0,ROU
43850,0,ROU
43849,0,ROU
43848,0,ROU
43847,0,ROU
43846,0,ROU
43845,0,ROU
43844,0,ROU
43843,0,ROU
43842,0,ROU
43841,0,ROU
43840,0,ROU
43839,0,ROU
43838,0,ROU
43837,0,ROU
43836,0,ROU
43835,0,ROU
43834,0,ROU
43833,0,ROU
43832,0,ROU
43831,0,ROU
43830,0,ROU
43930,1175,RUS
43929,1154,RUS
43928,954,RUS
43927,658,RUS
43926,582,RUS
43925,601,RUS
43924,771,RUS
43923,440,RUS
43922,501,RUS
43921,302,RUS
43920,270,RUS
43919,228,RUS
43918,196,RUS
43917,182,RUS
43916,163,RUS
43915,57,RUS
43914,0,RUS
43913,132,RUS
43912,53,RUS
43911,54,RUS
43910,52,RUS
43909,33,RUS
43908,21,RUS
43907,30,RUS
43906,4,RUS
43905,14,RUS
43904,15,RUS
43903,5,RUS
43902,15,RUS
43900,0,RUS
43897,6,RUS
43894,1,RUS
43893,1,RUS
43892,0,RUS
