dateRep,cases,countryterritoryCode
43891,0,RUS
43890,0,RUS
43889,0,RUS
43888,0,RUS
43887,0,RUS
43886,0,RUS
43885,0,RUS
43884,0,RUS
43883,0,RUS
43882,0,RUS
43881,0,RUS
43880,0,RUS
43879,0,RUS
43878,0,RUS
43877,0,RUS
43876,0,RUS
43875,0,RUS
43874,0,RUS
43873,0,RUS
43872,0,RUS
43871,0,RUS
43870,0,RUS
43869,0,RUS
43868,0,RUS
43867,0,RUS
43866,0,RUS
43865,0,RUS
43864,0,RUS
43863,0,RUS
43862,2,RUS
43861,0,RUS
43860,0,RUS
43859,0,RUS
43858,0,RUS
43857,0,RUS
43856,0,RUS
43855,0,RUS
43854,0,RUS
43853,0,RUS
43852,0,RUS
43851,0,RUS
43850,0,RUS
43849,0,RUS
43848,0,RUS
43847,0,RUS
43846,0,RUS
43845,0,RUS
43844,0,RUS
43843,0,RUS
43842,0,RUS
43841,0,RUS
43840,0,RUS
43839,0,RUS
43838,0,RUS
43837,0,RUS
43836,0,RUS
43835,0,RUS
43834,0,RUS
43833,0,RUS
43832,0,RUS
43831,0,RUS
43830,0,RUS
43930,5,RWA
43929,0,RWA
43928,1,RWA
43927,2,RWA
43926,13,RWA
43925,7,RWA
43924,0,RWA
43923,7,RWA
43922,5,RWA
43921,0,RWA
43920,10,RWA
43919,6,RWA
43918,4,RWA
43917,9,RWA
43916,1,RWA
43915,4,RWA
43914,17,RWA
43913,2,RWA
43912,0,RWA
43911,6,RWA
43910,0,RWA
43909,4,RWA
43908,2,RWA
43907,0,RWA
43906,4,RWA
43905,1,RWA
43930,0,KNA
43929,0,KNA
43928,1,KNA
43927,0,KNA
43926,1,KNA
43925,1,KNA
43924,0,KNA
43923,0,KNA
43922,1,KNA
43921,0,KNA
43920,5,KNA
43919,0,KNA
43918,0,KNA
43917,0,KNA
43916,2,KNA
43930,0,LCA
43929,0,LCA
43928,0,LCA
43927,0,LCA
43926,1,LCA
43925,0,LCA
43924,0,LCA
43923,0,LCA
43922,4,LCA
43921,0,LCA
43920,5,LCA
43919,1,LCA
43918,0,LCA
43917,0,LCA
43916,1,LCA
43915,0,LCA
43914,0,LCA
43913,0,LCA
43912,0,LCA
43911,0,LCA
43910,0,LCA
43909,0,LCA
43908,0,LCA
43907,0,LCA
43906,0,LCA
43905,2,LCA
43930,0,VCT
43929,1,VCT
43928,0,VCT
43927,0,VCT
43926,0,VCT
43925,5,VCT
43924,0,VCT
43923,1,VCT
43922,0,VCT
43921,0,VCT
43920,0,VCT
43919,0,VCT
43918,0,VCT
43917,0,VCT
43916,0,VCT
43915,0,VCT
43903,1,VCT
43930,29,SMR
43929,2,SMR
43928,11,SMR
43927,7,SMR
43926,8,SMR
43925,6,SMR
43924,9,SMR
43923,6,SMR
43922,1,SMR
43921,0,SMR
43920,5,SMR
43919,1,SMR
43918,5,SMR
43917,10,SMR
43916,21,SMR
43915,0,SMR
43914,36,SMR
43913,0,SMR
43912,0,SMR
43911,25,SMR
43910,17,SMR
43909,5,SMR
43908,2,SMR
43907,4,SMR
43906,6,SMR
43905,19,SMR
43904,6,SMR
43903,1,SMR
43902,4,SMR
43901,13,SMR
43900,12,SMR
43899,11,SMR
43898,3,SMR
43897,1,SMR
43896,7,SMR
43895,5,SMR
43894,2,SMR
43892,7,SMR
43891,0,SMR
43890,0,SMR
43889,1,SMR
43888,0,SMR
43887,0,SMR
43886,0,SMR
43885,0,SMR
43884,0,SMR
43883,0,SMR
43882,0,SMR
43881,0,SMR
43880,0,SMR
43879,0,SMR
43878,0,SMR
43877,0,SMR
43876,0,SMR
43875,0,SMR
43874,0,SMR
43873,0,SMR
43872,0,SMR
43871,0,SMR
43870,0,SMR
43869,0,SMR
43868,0,SMR
43867,0,SMR
43866,0,SMR
43865,0,SMR
43864,0,SMR
43863,0,SMR
43862,0,SMR
43861,0,SMR
43860,0,SMR
43859,0,SMR
43858,0,SMR
43857,0,SMR
43856,0,SMR
43855,0,SMR
43854,0,SMR
43853,0,SMR
43852,0,SMR
43851,0,SMR
43850,0,SMR
43849,0,SMR
43848,0,SMR
43847,0,SMR
43846,0,SMR
43845,0,SMR
43844,0,SMR
43843,0,SMR
43842,0,SMR
43841,0,SMR
43840,0,SMR
43839,0,SMR
43838,0,SMR
43837,0,SMR
43836,0,SMR
43835,0,SMR
43834,0,SMR
43833,0,SMR
43832,0,SMR
43831,0,SMR
43830,0,SMR
43930,4,STP
43930,137,SAU
43929,272,SAU
43928,138,SAU
43927,206,SAU
43926,294,SAU
43925,0,SAU
43924,165,SAU
43923,157,SAU
43922,110,SAU
43921,224,SAU
43920,26,SAU
43919,99,SAU
43918,92,SAU
43917,112,SAU
43916,133,SAU
43915,205,SAU
43914,51,SAU
43913,119,SAU
43912,118,SAU
43911,36,SAU
43910,67,SAU
43909,38,SAU
43908,0,SAU
43907,15,SAU
43906,32,SAU
43905,0,SAU
43904,24,SAU
43903,17,SAU
43902,25,SAU
43901,5,SAU
43900,4,SAU
43899,4,SAU
43898,2,SAU
43896,4,SAU
43893,1,SAU
43930,7,SEN
43929,11,SEN
43928,4,SEN
43927,3,SEN
43926,12,SEN
43925,12,SEN
43924,5,SEN
43923,15,SEN
43922,13,SEN
43921,20,SEN
43920,12,SEN
43919,11,SEN
43918,14,SEN
43917,6,SEN
43916,13,SEN
43915,7,SEN
43914,12,SEN
43913,11,SEN
43912,9,SEN
43911,11,SEN
43910,0,SEN
43909,5,SEN
43908,4,SEN
43907,1,SEN
43906,5,SEN
43905,2,SEN
43904,13,SEN
43903,2,SEN
43896,1,SEN
43895,2,SEN
43893,1,SEN
43930,219,SRB
43929,247,SRB
43928,292,SRB
43927,284,SRB
43926,148,SRB
43925,305,SRB
43924,111,SRB
43923,160,SRB
43922,159,SRB
43921,0,SRB
43920,82,SRB
43919,202,SRB
43918,73,SRB
43917,81,SRB
43916,54,SRB
43915,27,SRB
43914,34,SRB
43913,39,SRB
43912,14,SRB
43911,9,SRB
43910,32,SRB
43909,22,SRB
43908,15,SRB
43907,2,SRB
43906,9,SRB
43905,5,SRB
43904,17,SRB
43903,6,SRB
43902,13,SRB
43901,4,SRB
43897,1,SRB
43930,0,SYC
43929,0,SYC
43928,1,SYC
43927,0,SYC
43926,0,SYC
43925,0,SYC
43924,0,SYC
43923,0,SYC
43922,0,SYC
43921,2,SYC
43920,1,SYC
43919,0,SYC
43918,0,SYC
43917,0,SYC
43916,0,SYC
43915,0,SYC
43914,0,SYC
43913,0,SYC
43912,0,SYC
43911,1,SYC
43910,0,SYC
43909,2,SYC
43908,0,SYC
43907,1,SYC
43906,1,SYC
43905,2,SYC
43930,1,SLE
43929,0,SLE
43928,0,SLE
43927,2,SLE
43926,2,SLE
43925,0,SLE
43924,1,SLE
43923,0,SLE
43922,1,SLE
43930,142,SGP
43929,106,SGP
43928,66,SGP
43927,120,SGP
43926,75,SGP
43925,65,SGP
43924,49,SGP
43923,121,SGP
43922,35,SGP
43921,0,SGP
43920,41,SGP
43919,71,SGP
43918,138,SGP
43917,26,SGP
43916,10,SGP
43915,49,SGP
43914,54,SGP
43913,23,SGP
43912,47,SGP
43911,40,SGP
43910,32,SGP
43909,47,SGP
43908,23,SGP
43907,17,SGP
43906,12,SGP
43905,14,SGP
43904,13,SGP
43903,9,SGP
43902,12,SGP
43901,6,SGP
43900,10,SGP
43899,12,SGP
43898,8,SGP
43897,13,SGP
43896,5,SGP
43895,2,SGP
43894,2,SGP
43893,2,SGP
43892,4,SGP
43891,4,SGP
43890,2,SGP
43889,3,SGP
43888,2,SGP
43887,1,SGP
43886,1,SGP
43885,0,SGP
43884,3,SGP
43883,1,SGP
43882,1,SGP
43881,3,SGP
43880,4,SGP
43879,2,SGP
43878,3,SGP
43877,5,SGP
43876,9,SGP
43875,8,SGP
43874,3,SGP
43873,2,SGP
43872,2,SGP
43871,3,SGP
43870,7,SGP
43869,3,SGP
43868,2,SGP
43867,4,SGP
43866,6,SGP
43865,0,SGP
43864,0,SGP
43863,2,SGP
43862,3,SGP
43861,3,SGP
43860,3,SGP
43859,2,SGP
43858,1,SGP
43857,0,SGP
43856,1,SGP
43855,0,SGP
43854,3,SGP
43853,0,SGP
43852,0,SGP
43851,0,SGP
43850,0,SGP
43849,0,SGP
43848,0,SGP
43847,0,SGP
43846,0,SGP
43845,0,SGP
43844,0,SGP
43843,0,SGP
43842,0,SGP
43841,0,SGP
43840,0,SGP
43839,0,SGP
43838,0,SGP
43837,0,SGP
43836,0,SGP
43835,0,SGP
43834,0,SGP
43833,0,SGP
43832,0,SGP
43831,0,SGP
43830,0,SGP
43930,0,SXM
43929,15,SXM
43928,0,SXM
43927,2,SXM
43926,0,SXM
43925,0,SXM
43924,7,SXM
43923,10,SXM
43922,3,SXM
43920,0,SXM
43919,0,SXM
43918,1,SXM
43917,0,SXM
43916,1,SXM
43893,1,SXM
43930,101,SVK
43929,47,SVK
43928,49,SVK
43927,14,SVK
43926,21,SVK
43925,24,SVK
43924,26,SVK
43923,37,SVK
43922,27,SVK
43921,0,SVK
43920,41,SVK
43919,0,SVK
43918,69,SVK
43917,10,SVK
43916,12,SVK
43915,13,SVK
43914,6,SVK
43913,7,SVK
43912,41,SVK
43911,14,SVK
43910,16,SVK
43909,10,SVK
43908,13,SVK
43907,23,SVK
43906,17,SVK
43905,14,SVK
43904,9,SVK
43903,11,SVK
43902,3,SVK
43901,2,SVK
43899,2,SVK
43898,2,SVK
43897,1,SVK
43930,36,SVN
43929,34,SVN
43928,24,SVN
43927,20,SVN
43926,43,SVN
43925,37,SVN
43924,56,SVN
43923,27,SVN
43922,51,SVN
43921,33,SVN
43920,39,SVN
43919,59,SVN
43918,55,SVN
43917,49,SVN
43916,48,SVN
43915,38,SVN
43914,28,SVN
43913,31,SVN
43912,42,SVN
43911,22,SVN
43910,33,SVN
43909,11,SVN
43908,22,SVN
43907,34,SVN
43906,38,SVN
43905,40,SVN
43904,45,SVN
43903,39,SVN
43902,26,SVN
43901,15,SVN
43899,4,SVN
43898,3,SVN
43897,3,SVN
43896,5,SVN
43895,1,SVN
43930,0,SOM
43929,1,SOM
43928,0,SOM
43927,0,SOM
43926,2,SOM
43925,0,SOM
43924,0,SOM
43923,2,SOM
43922,0,SOM
43921,0,SOM
43920,0,SOM
43919,0,SOM
43918,1,SOM
43917,1,SOM
43916,0,SOM
43915,0,SOM
43914,0,SOM
43913,0,SOM
43912,0,SOM
43911,0,SOM
43910,0,SOM
43909,0,SOM
43908,0,SOM
43907,1,SOM
43930,96,ZAF
43929,63,ZAF
43928,31,ZAF
43927,70,ZAF
43926,80,ZAF
43925,43,ZAF
43924,82,ZAF
43923,27,ZAF
43922,27,ZAF
43921,46,ZAF
43920,93,ZAF
43919,17,ZAF
43918,243,ZAF
43917,218,ZAF
43916,152,ZAF
43915,155,ZAF
43914,128,ZAF
43913,34,ZAF
43912,35,ZAF
43911,55,ZAF
43910,34,ZAF
43909,31,ZAF
43908,23,ZAF
43907,11,ZAF
43906,27,ZAF
43905,0,ZAF
43904,7,ZAF
43903,4,ZAF
43902,6,ZAF
43900,4,ZAF
43899,1,ZAF
43898,1,ZAF
43896,1,ZAF
43930,39,KOR
43929,53,KOR
43928,47,KOR
43927,47,KOR
43926,81,KOR
43925,94,KOR
43924,86,KOR
43923,190,KOR
43922,0,KOR
43921,125,KOR
43920,78,KOR
43919,105,KOR
43918,146,KOR
43917,91,KOR
43916,104,KOR
43915,100,KOR
43914,76,KOR
43913,64,KOR
43912,98,KOR
43911,147,KOR
43910,87,KOR
43909,152,KOR
43908,93,KOR
43907,84,KOR
43906,74,KOR
43905,76,KOR
43904,107,KOR
43903,110,KOR
43902,114,KOR
43901,242,KOR
43900,131,KOR
43899,248,KOR
43898,367,KOR
43897,483,KOR
43896,518,KOR
43895,438,KOR
43894,516,KOR
43893,600,KOR
43892,686,KOR
43891,595,KOR
43890,909,KOR
43889,427,KOR
43888,449,KOR
43887,254,KOR
43886,130,KOR
43885,161,KOR
43884,256,KOR
43883,190,KOR
43882,75,KOR
43881,34,KOR
43880,15,KOR
43879,1,KOR
43878,1,KOR
43877,1,KOR
43876,0,KOR
43875,0,KOR
43874,0,KOR
43873,0,KOR
43872,1,KOR
43871,2,KOR
43870,1,KOR
43869,0,KOR
43868,1,KOR
43867,5,KOR
43866,2,KOR
43865,1,KOR
43864,0,KOR
43863,3,KOR
43862,5,KOR
43861,3,KOR
43860,0,KOR
43859,0,KOR
43858,0,KOR
43857,1,KOR
43856,1,KOR
43855,0,KOR
43854,1,KOR
43853,0,KOR
43852,0,KOR
43851,0,KOR
43850,1,KOR
43849,0,KOR
43848,0,KOR
43847,0,KOR
43846,0,KOR
43845,0,KOR
43844,0,KOR
43843,0,KOR
43842,0,KOR
43841,0,KOR
43840,0,KOR
43839,0,KOR
43838,0,KOR
43837,0,KOR
43836,0,KOR
43835,0,KOR
43834,0,KOR
43833,0,KOR
43832,0,KOR
43831,0,KOR
43830,0,KOR
43930,1,SSD
43929,0,SSD
43928,0,SSD
43927,1,SSD
43930,6180,ESP
43929,5478,ESP
43928,4273,ESP
43927,6023,ESP
43926,7026,ESP
43925,7472,ESP
43924,8102,ESP
43923,7719,ESP
43922,9222,ESP
43921,6398,ESP
43920,6549,ESP
43919,8189,ESP
43918,7871,ESP
43917,8578,ESP
43916,7937,ESP
43915,6584,ESP
43914,4517,ESP
43913,3646,ESP
43912,4946,ESP
43911,2833,ESP
43910,3431,ESP
43909,2538,ESP
43908,1987,ESP
43907,1438,ESP
43906,2000,ESP
43905,1522,ESP
43904,1227,ESP
43903,864,ESP
43902,501,ESP
43901,435,ESP
43900,615,ESP
43899,159,ESP
43898,56,ESP
43897,113,ESP
43896,61,ESP
43895,49,ESP
43894,37,ESP
43893,31,ESP
43892,17,ESP
43891,32,ESP
43890,9,ESP
43889,13,ESP
43888,5,ESP
43887,4,ESP
43886,1,ESP
43885,0,ESP
43884,0,ESP
43883,0,ESP
43882,0,ESP
43881,0,ESP
43880,0,ESP
43879,0,ESP
43878,0,ESP
43877,0,ESP
43876,0,ESP
43875,0,ESP
43874,0,ESP
43873,0,ESP
43872,0,ESP
43871,1,ESP
43870,0,ESP
43869,0,ESP
43868,0,ESP
43867,0,ESP
43866,0,ESP
43865,0,ESP
43864,0,ESP
43863,0,ESP
43862,1,ESP
43861,0,ESP
43860,0,ESP
43859,0,ESP
43858,0,ESP
43857,0,ESP
43856,0,ESP
43855,0,ESP
43854,0,ESP
43853,0,ESP
43852,0,ESP
43851,0,ESP
43850,0,ESP
43849,0,ESP
43848,0,ESP
43847,0,ESP
43846,0,ESP
43845,0,ESP
43844,0,ESP
43843,0,ESP
43842,0,ESP
43841,0,ESP
43840,0,ESP
43839,0,ESP
43838,0,ESP
43837,0,ESP
43836,0,ESP
43835,0,ESP
43834,0,ESP
43833,0,ESP
43832,0,ESP
43831,0,ESP
43830,0,ESP
43930,4,LKA
43929,7,LKA
43928,12,LKA
43927,7,LKA
43926,8,LKA
43925,3,LKA
43924,5,LKA
43923,21,LKA
43922,2,LKA
43921,0,LKA
43920,5,LKA
43919,9,LKA
43918,0,LKA
43917,4,LKA
43916,0,LKA
43915,5,LKA
43914,10,LKA
43913,9,LKA
43912,12,LKA
43911,13,LKA
43910,11,LKA
43909,0,LKA
43908,13,LKA
43907,10,LKA
43906,8,LKA
43905,5,LKA
43904,3,LKA
43903,1,LKA
43902,1,LKA
43892,0,LKA
43891,0,LKA
43890,0,LKA
43889,0,LKA
43888,0,LKA
43887,0,LKA
43886,0,LKA
43885,0,LKA
43884,0,LKA
43883,0,LKA
43882,0,LKA
43881,0,LKA
43880,0,LKA
43879,0,LKA
43878,0,LKA
43877,0,LKA
43876,0,LKA
43875,0,LKA
43874,0,LKA
43873,0,LKA
43872,0,LKA
43871,0,LKA
43870,0,LKA
43869,0,LKA
43868,0,LKA
43867,0,LKA
43866,0,LKA
43865,0,LKA
43864,0,LKA
43863,0,LKA
43862,0,LKA
43861,0,LKA
43860,0,LKA
43859,0,LKA
43858,1,LKA
43857,0,LKA
43856,0,LKA
43855,0,LKA
43854,0,LKA
43853,0,LKA
43852,0,LKA
43851,0,LKA
43850,0,LKA
43849,0,LKA
43848,0,LKA
43847,0,LKA
43846,0,LKA
43845,0,LKA
43844,0,LKA
43843,0,LKA
43842,0,LKA
43841,0,LKA
43840,0,LKA
43839,0,LKA
43838,0,LKA
43837,0,LKA
43836,0,LKA
43835,0,LKA
43834,0,LKA
43833,0,LKA
43832,0,LKA
43831,0,LKA
43830,0,LKA
43930,0,SDN
43929,2,SDN
43928,0,SDN
43927,2,SDN
43926,3,SDN
43925,0,SDN
43924,0,SDN
43923,0,SDN
43922,1,SDN
43921,1,SDN
43920,0,SDN
43919,2,SDN
43918,0,SDN
43917,0,SDN
43916,0,SDN
43915,1,SDN
43914,0,SDN
43913,0,SDN
43912,0,SDN
43911,0,SDN
43910,0,SDN
43909,1,SDN
43908,0,SDN
43907,0,SDN
43906,0,SDN
43905,0,SDN
43904,1,SDN
43930,0,SUR
43929,0,SUR
43928,0,SUR
43927,0,SUR
43926,0,SUR
43925,0,SUR
43924,0,SUR
43923,0,SUR
43922,2,SUR
43921,0,SUR
43920,0,SUR
43919,0,SUR
43918,0,SUR
43917,0,SUR
43916,0,SUR
43915,2,SUR
43914,1,SUR
43913,0,SUR
43912,4,SUR
43911,0,SUR
43905,1,SUR
43930,726,SWE
43929,487,SWE
43928,376,SWE
43927,387,SWE
43926,365,SWE
43925,612,SWE
43924,519,SWE
43923,512,SWE
43922,407,SWE
43921,328,SWE
43920,253,SWE
43919,401,SWE
43918,240,SWE
43917,296,SWE
43916,238,SWE
43915,256,SWE
43914,110,SWE
43913,160,SWE
43912,123,SWE
43911,200,SWE
43910,122,SWE
43909,134,SWE
43908,46,SWE
43907,89,SWE
43906,108,SWE
43905,149,SWE
43904,155,SWE
43903,158,SWE
43902,136,SWE
43901,78,SWE
43900,45,SWE
43899,42,SWE
43898,24,SWE
43897,76,SWE
43896,26,SWE
43895,11,SWE
43894,9,SWE
43893,1,SWE
43892,1,SWE
43891,1,SWE
43890,5,SWE
43889,5,SWE
43888,1,SWE
43887,0,SWE
43886,0,SWE
43885,0,SWE
43884,0,SWE
43883,0,SWE
43882,0,SWE
43881,0,SWE
43880,0,SWE
43879,0,SWE
43878,0,SWE
43877,0,SWE
43876,0,SWE
43875,0,SWE
43874,0,SWE
43873,0,SWE
43872,0,SWE
43871,0,SWE
43870,0,SWE
43869,0,SWE
43868,0,SWE
43867,0,SWE
43866,0,SWE
43865,0,SWE
43864,0,SWE
43863,0,SWE
43862,1,SWE
43861,0,SWE
43860,0,SWE
43859,0,SWE
43858,0,SWE
43857,0,SWE
43856,0,SWE
43855,0,SWE
43854,0,SWE
43853,0,SWE
43852,0,SWE
43851,0,SWE
43850,0,SWE
43849,0,SWE
43848,0,SWE
43847,0,SWE
43846,0,SWE
43845,0,SWE
43844,0,SWE
43843,0,SWE
43842,0,SWE
43841,0,SWE
43840,0,SWE
43839,0,SWE
43838,0,SWE
43837,0,SWE
43836,0,SWE
43835,0,SWE
43834,0,SWE
43833,0,SWE
43832,0,SWE
43831,0,SWE
43830,0,SWE
43930,546,CHE
43929,590,CHE
43928,552,CHE
43927,821,CHE
43926,974,CHE
43925,1033,CHE
43924,1124,CHE
43923,962,CHE
43922,696,CHE
43921,1138,CHE
43920,1122,CHE
43919,1048,CHE
43918,1390,CHE
43917,1000,CHE
43916,925,CHE
43915,774,CHE
43914,1044,CHE
43913,894,CHE
43912,1237,CHE
43911,952,CHE
43910,878,CHE
43909,360,CHE
43908,450,CHE
43907,0,CHE
43906,841,CHE
43905,238,CHE
43904,267,CHE
43903,212,CHE
43902,152,CHE
43901,116,CHE
43900,42,CHE
43899,68,CHE
43898,55,CHE
43897,122,CHE
43896,30,CHE
43895,20,CHE
43894,7,CHE
43893,6,CHE
43892,6,CHE
43891,6,CHE
43890,4,CHE
43889,7,CHE
43888,0,CHE
43887,1,CHE
43886,0,CHE
43885,0,CHE
43884,0,CHE
43883,0,CHE
43882,0,CHE
43881,0,CHE
43880,0,CHE
43879,0,CHE
43878,0,CHE
43877,0,CHE
43876,0,CHE
43875,0,CHE
43874,0,CHE
43873,0,CHE
43872,0,CHE
43871,0,CHE
43870,0,CHE
43869,0,CHE
43868,0,CHE
43867,0,CHE
43866,0,CHE
43865,0,CHE
43864,0,CHE
43863,0,CHE
43862,0,CHE
43861,0,CHE
43860,0,CHE
43859,0,CHE
43858,0,CHE
43857,0,CHE
43856,0,CHE
43855,0,CHE
43854,0,CHE
43853,0,CHE
43852,0,CHE
43851,0,CHE
43850,0,CHE
43849,0,CHE
43848,0,CHE
43847,0,CHE
43846,0,CHE
43845,0,CHE
43844,0,CHE
43843,0,CHE
43842,0,CHE
43841,0,CHE
43840,0,CHE
43839,0,CHE
43838,0,CHE
43837,0,CHE
43836,0,CHE
43835,0,CHE
43834,0,CHE
43833,0,CHE
43832,0,CHE
43831,0,CHE
43830,0,CHE
43930,0,SYR
43929,0,SYR
43928,0,SYR
43927,3,SYR
43926,0,SYR
43925,0,SYR
43924,6,SYR
43923,0,SYR
43922,0,SYR
43921,1,SYR
43920,4,SYR
43919,0,SYR
43918,0,SYR
43917,4,SYR
43916,0,SYR
43915,0,SYR
43914,0,SYR
43913,1,SYR
43930,3,TWN
43929,3,TWN
43928,10,TWN
43927,0,TWN
43926,8,TWN
43925,16,TWN
43924,0,TWN
43923,17,TWN
43922,16,TWN
43921,0,TWN
43920,23,TWN
43919,16,TWN
43918,15,TWN
43917,17,TWN
43916,19,TWN
43915,21,TWN
43914,30,TWN
43913,12,TWN
43912,18,TWN
43911,27,TWN
43910,0,TWN
43909,31,TWN
43908,10,TWN
43907,8,TWN
43906,0,TWN
43905,6,TWN
43904,4,TWN
43903,1,TWN
43902,0,TWN
43901,3,TWN
43899,0,TWN
43898,0,TWN
43897,1,TWN
43896,2,TWN
43894,1,TWN
43893,1,TWN
43892,0,TWN
43891,1,TWN
43890,5,TWN
43889,2,TWN
43888,1,TWN
43887,1,TWN
43886,2,TWN
43885,2,TWN
43884,0,TWN
43883,2,TWN
43882,0,TWN
43881,2,TWN
43880,0,TWN
43879,2,TWN
43878,2,TWN
43877,0,TWN
43876,0,TWN
43875,0,TWN
43874,0,TWN
43873,0,TWN
43872,0,TWN
43871,0,TWN
43870,1,TWN
43869,1,TWN
43868,5,TWN
43867,0,TWN
43866,1,TWN
43865,0,TWN
43864,0,TWN
43863,0,TWN
43862,1,TWN
43861,1,TWN
43860,0,TWN
43859,1,TWN
43858,2,TWN
43857,2,TWN
43856,0,TWN
43855,2,TWN
43854,0,TWN
43853,0,TWN
43852,0,TWN
43851,1,TWN
43850,0,TWN
43849,0,TWN
43848,0,TWN
43847,0,TWN
43846,0,TWN
43845,0,TWN
43844,0,TWN
43843,0,TWN
43842,0,TWN
43841,0,TWN
43840,0,TWN
43839,0,TWN
43838,0,TWN
43837,0,TWN
43836,0,TWN
43835,0,TWN
43834,0,TWN
43833,0,TWN
43832,0,TWN
43831,0,TWN
43830,0,TWN
43930,54,THA
43929,111,THA
43928,38,THA
43927,51,THA
43926,191,THA
43925,103,THA
43924,104,THA
43923,120,THA
43922,0,THA
43921,263,THA
43920,143,THA
43919,109,THA
43918,0,THA
43917,91,THA
43916,111,THA
43915,107,THA
43914,106,THA
43913,122,THA
43912,233,THA
43911,154,THA
43910,35,THA
43909,0,THA
43908,0,THA
43907,63,THA
43906,32,THA
43905,0,THA
43904,12,THA
43902,11,THA
43901,9,THA
43897,3,THA
43895,4,THA
43892,1,THA
43891,0,THA
43890,2,THA
43889,0,THA
43888,0,THA
43887,3,THA
43886,2,THA
43885,0,THA
43884,0,THA
43883,0,THA
43882,0,THA
43881,0,THA
43880,0,THA
43879,1,THA
43878,0,THA
43877,0,THA
43876,1,THA
43875,0,THA
43874,0,THA
43873,1,THA
43872,0,THA
43871,0,THA
43870,0,THA
43869,7,THA
43868,0,THA
43867,0,THA
43866,6,THA
43865,0,THA
43864,0,THA
43863,0,THA
43862,5,THA
43861,0,THA
43860,0,THA
43859,0,THA
43858,6,THA
43857,3,THA
43856,0,THA
43855,1,THA
43854,0,THA
43853,0,THA
43852,2,THA
43851,0,THA
43850,0,THA
43849,0,THA
43848,0,THA
43847,1,THA
43846,0,THA
43845,0,THA
43844,0,THA
43843,1,THA
43842,0,THA
43841,0,THA
43840,0,THA
43839,0,THA
43838,0,THA
43837,0,THA
43836,0,THA
43835,0,THA
43834,0,THA
43833,0,THA
43832,0,THA
43831,0,THA
43830,0,THA
43930,0,TLS
43929,0,TLS
43928,0,TLS
43927,0,TLS
43926,0,TLS
43925,0,TLS
43924,0,TLS
43923,0,TLS
43922,0,TLS
43921,0,TLS
43920,0,TLS
43919,0,TLS
43918,0,TLS
43917,0,TLS
43916,0,TLS
43915,0,TLS
43914,0,TLS
43913,0,TLS
43912,1,TLS
43930,5,TGO
43929,7,TGO
43928,14,TGO
43927,3,TGO
43926,1,TGO
43925,1,TGO
43924,3,TGO
43923,2,TGO
43922,0,TGO
43921,4,TGO
43920,2,TGO
43919,3,TGO
43918,1,TGO
43917,1,TGO
43916,5,TGO
43915,0,TGO
43914,3,TGO
43913,0,TGO
43912,6,TGO
43911,8,TGO
43910,0,TGO
43909,0,TGO
43908,0,TGO
43907,0,TGO
43906,0,TGO
43905,0,TGO
43897,1,TGO
43930,0,TTO
43929,2,TTO
43928,1,TTO
43927,1,TTO
43926,3,TTO
43925,3,TTO
43924,8,TTO
43923,2,TTO
43922,2,TTO
43921,7,TTO
43920,4,TTO
43919,8,TTO
43918,1,TTO
43917,5,TTO
43916,3,TTO
43915,6,TTO
43914,1,TTO
43913,1,TTO
43912,40,TTO
43911,0,TTO
43910,0,TTO
43909,2,TTO
43908,2,TTO
43907,1,TTO
43906,2,TTO
43905,0,TTO
43904,1,TTO
43903,1,TTO
43930,27,TUN
43929,22,TUN
43928,21,TUN
43927,58,TUN
43926,40,TUN
43925,0,TUN
43924,61,TUN
43923,32,TUN
43922,50,TUN
43921,34,TUN
43920,51,TUN
43919,0,TUN
43918,54,TUN
43917,0,TUN
43916,59,TUN
43915,25,TUN
43914,14,TUN
43913,15,TUN
43912,6,TUN
43911,15,TUN
43910,10,TUN
43909,5,TUN
43908,4,TUN
43907,2,TUN
43906,2,TUN
43905,0,TUN
43904,3,TUN
43903,6,TUN
43902,2,TUN
43901,3,TUN
43900,1,TUN
43893,1,TUN
43930,4117,TUR
43929,3892,TUR
43928,3148,TUR
43927,3135,TUR
43926,3013,TUR
43925,2786,TUR
43924,2456,TUR
43923,2148,TUR
43922,2704,TUR
43921,1610,TUR
43920,1815,TUR
43919,1704,TUR
43918,2069,TUR
43917,1196,TUR
43916,561,TUR
43915,343,TUR
43914,293,TUR
43913,289,TUR
43912,277,TUR
43911,311,TUR
43910,168,TUR
43909,93,TUR
43908,51,TUR
43907,29,TUR
43906,16,TUR
43903,1,TUR
43902,1,TUR
43930,0,TCA
43929,0,TCA
43928,3,TCA
43927,0,TCA
43926,0,TCA
43925,0,TCA
43924,0,TCA
43923,0,TCA
43922,0,TCA
43921,0,TCA
43920,0,TCA
43919,3,TCA
43918,0,TCA
43917,1,TCA
43916,0,TCA
43915,1,TCA
43930,1,UGA
43929,0,UGA
43928,0,UGA
43927,4,UGA
43926,0,UGA
43925,3,UGA
43924,1,UGA
43923,0,UGA
43922,11,UGA
43921,0,UGA
43920,3,UGA
43919,16,UGA
43918,0,UGA
43917,0,UGA
43916,5,UGA
43915,0,UGA
43914,8,UGA
43913,0,UGA
43912,1,UGA
43930,206,UKR
43929,143,UKR
43928,68,UKR
43927,155,UKR
43926,109,UKR
43925,183,UKR
43924,10,UKR
43923,245,UKR
